transaction_id,customer_id,order_id,receipt_invoice,transaction_method,transaction_date
269806,60059646,79544418,diH-48959639,Bank Transfer,12/11/2020
889254,69189074,79222272,tam-73106679,Bank Transfer,5/6/2020
741350,29764431,49382924,Hah-09217737,PayPal,6/4/2020
214926,2411624,26547998,itk-36579042,PayPal,8/7/2021
136223,34713608,33735097,isX-06037739,PayPal,7/1/2020
908822,71565222,11137284,xYv-07874176,PayPal,5/1/2021
376271,43621892,77095721,OnJ-17377206,PayPal,27/9/2022
106652,10770778,84735164,jTt-99869451,Bank Transfer,5/2/2022
309362,66495619,61586140,eUO-65475549,Bank Transfer,19/12/2020
755753,79002867,30234579,SQd-48414728,Credit Card,29/6/2020
989776,75323989,53008391,nvh-99423917,Bank Transfer,10/5/2021
728389,5722188,88219887,VPr-21757785,Bank Transfer,10/1/2021
748128,46777175,57728048,tBl-53982301,Credit Card,9/12/2022
423733,11301931,17114180,OcD-89747812,Credit Card,16/1/2023
754233,92603419,81438175,Ndu-64835692,Credit Card,5/4/2022
701718,25111702,17986954,UVc-90800109,Bank Transfer,8/12/2020
172973,29929245,22607385,cbm-81906544,Bank Transfer,29/3/2020
374919,55316891,21701772,Vmi-20457548,Credit Card,6/1/2023
412337,49132943,80755414,BmW-53098474,Credit Card,7/2/2020
941380,35428357,11494282,ucv-60472645,Credit Card,15/11/2021
887939,18350043,10176855,wHy-41057818,PayPal,3/5/2022
641238,9331674,93828163,opU-47103805,Credit Card,5/11/2020
878922,65638896,1257448,YOF-00601717,PayPal,17/3/2021
805119,69707946,37368816,CvE-63668352,Credit Card,2/8/2022
630269,79998089,36285884,Olm-64271533,PayPal,7/3/2020
565252,32018608,79415371,Ilx-05286181,Credit Card,5/5/2022
466882,77886394,81581899,Cqp-04846026,Credit Card,25/7/2021
128456,8180574,39992076,Ecy-04262838,Bank Transfer,22/9/2022
922324,86177838,29395284,sOr-87134019,Bank Transfer,19/5/2022
739910,36792787,18369572,QHe-62905556,PayPal,2/7/2023
148553,74060197,29392100,XPY-94240740,Bank Transfer,5/7/2020
736560,92115454,90519376,nVa-77269276,PayPal,25/8/2020
120758,20238954,66300330,Xkh-22493416,Credit Card,6/6/2022
708181,85146160,60603037,SGu-91166703,Credit Card,7/11/2020
913234,35604849,23048602,wsD-33647655,Credit Card,28/12/2020
725841,37292731,31465457,BrH-50126268,PayPal,4/8/2022
783887,1908533,23480130,UfD-08114177,Bank Transfer,12/5/2020
398933,54332861,70823809,RZS-79191482,PayPal,23/8/2023
336299,46856470,9539398,AMA-11955538,Bank Transfer,12/1/2022
848224,75217705,24487193,InH-78297115,Credit Card,31/1/2022
561110,83255898,57356108,hEv-73677314,Bank Transfer,10/3/2023
637259,83410562,98153389,gRg-18597953,Credit Card,2/4/2021
413277,1514137,91163763,XTT-10845824,Bank Transfer,2/2/2023
670412,97563734,87764786,hwE-07849830,Bank Transfer,1/10/2022
183845,18183191,1202888,hUs-90302574,Bank Transfer,8/10/2021
729598,35284823,47661988,eIa-27861670,Bank Transfer,1/3/2022
770499,59060464,74860955,aqU-53000998,Bank Transfer,19/3/2020
575904,88734258,4327307,FuB-12213963,Bank Transfer,2/2/2023
830150,60222250,98201593,rTw-59267597,Credit Card,9/10/2023
868557,7284214,16987091,vml-11014197,PayPal,8/4/2020
878090,20075067,98069434,SQD-86509187,PayPal,30/9/2023
227497,87209441,10533089,kqn-61315107,PayPal,21/7/2021
383311,95453259,56616257,HdE-91353644,Bank Transfer,20/7/2023
993254,9644408,16899006,MOp-73097008,Credit Card,25/1/2021
454621,37089737,17159844,gMA-61882281,Credit Card,10/7/2020
120315,81676283,64026298,kBj-82603529,Credit Card,17/9/2022
302621,68383201,36223144,wTP-44632332,Bank Transfer,26/2/2022
772055,83993809,24984944,jnn-23493746,Bank Transfer,20/6/2022
444284,3728029,45092308,zdj-13545044,Bank Transfer,2/9/2023
255422,41737622,87372548,JHQ-53625373,PayPal,3/6/2020
142013,39491564,77831170,lCG-85622050,Bank Transfer,4/4/2020
982329,25542085,91386564,odi-64305394,PayPal,27/7/2021
989303,35723736,75937186,Mlm-06789996,PayPal,14/5/2022
506427,94899440,16216346,BYY-91591056,Bank Transfer,2/9/2020
468474,97599656,33176213,ESr-95437912,Credit Card,19/8/2023
423017,44063600,28517562,AGL-43237214,PayPal,27/11/2022
813231,13620337,22731849,crf-42800352,PayPal,3/2/2021
389283,40791690,3708290,Rkn-41292207,Credit Card,16/2/2022
980386,58082702,92528428,FGO-16723366,Credit Card,7/3/2021
233311,64802192,85222025,Kaz-07919358,PayPal,14/2/2022
862110,83101727,42550292,vYg-46119704,Credit Card,10/6/2023
333425,34824744,80105707,qyL-45910485,Credit Card,28/3/2023
482452,1979689,22794243,fIe-67997766,Bank Transfer,23/10/2022
411156,2598650,29343642,Imv-98897559,Credit Card,10/4/2023
279474,94064654,98510546,MON-67712698,Bank Transfer,14/8/2021
270340,74876251,19756743,uwm-10972402,Credit Card,5/7/2020
238611,22587199,99080704,WEn-32300854,Credit Card,21/6/2022
795844,26531598,12775863,qJP-64593253,Bank Transfer,29/8/2023
598666,266836,31999065,ttL-73277742,PayPal,16/12/2023
778753,12773007,6463299,gcb-13742222,Bank Transfer,26/2/2021
919867,68559421,21915035,kBC-02159922,Bank Transfer,30/12/2023
966615,21593470,18478061,VVo-92889315,Credit Card,20/6/2023
396555,78100920,47126210,qGY-83638259,Bank Transfer,17/3/2023
888377,81398245,39483948,pGS-43548385,PayPal,12/8/2020
853888,60532592,23067107,IDF-63296496,Bank Transfer,15/11/2020
373869,30775336,89522622,Jsy-10058130,Bank Transfer,17/7/2022
175378,28412251,81698546,Hwm-86495972,Credit Card,8/9/2020
994253,72920949,15508602,WYI-46433560,Bank Transfer,29/5/2023
266946,38252159,7885850,BXn-97910990,Credit Card,7/4/2023
364567,27385860,98940784,aOR-75899786,PayPal,24/9/2020
589486,72691095,70025580,Xtv-87781792,Bank Transfer,18/4/2020
715816,78270464,86086901,SBF-47798481,PayPal,28/1/2020
624053,3419385,53383964,PIA-54779160,Bank Transfer,1/8/2022
423184,3107257,68479440,wtR-78289220,PayPal,15/8/2022
619229,45162277,70114071,Vmb-39712225,PayPal,19/12/2021
325404,87803790,21298124,FNK-30932884,PayPal,28/1/2022
131954,6917514,28813693,xzq-72138016,Bank Transfer,28/12/2021
763264,92462108,1546266,SuY-49321370,Credit Card,3/5/2023
180903,5752084,97320509,qHz-89701511,Credit Card,17/1/2020
783432,68818921,13166836,gfj-75941580,PayPal,6/2/2023
925770,96910047,39768493,bjt-69961035,Bank Transfer,4/9/2020
717317,83571033,49548328,Axg-25401908,Credit Card,22/1/2022
671056,20504036,53828,jba-56949573,PayPal,4/10/2023
106026,24031543,23971654,YNA-17581966,Bank Transfer,10/4/2023
569950,9460909,18876479,zuD-37989907,PayPal,13/12/2022
346387,53256289,28942101,aQg-07982055,PayPal,12/7/2023
105395,63738873,41478928,bPD-07926262,Bank Transfer,13/11/2021
728701,76927429,86581179,vWk-63715874,PayPal,7/4/2021
517948,9822014,89066689,Gkz-97912053,PayPal,1/1/2023
332640,23804837,92955992,aXt-80002366,Bank Transfer,8/11/2023
741263,15048971,73845091,DVS-13926578,PayPal,3/12/2020
784853,4435399,94491694,TXZ-60544262,PayPal,19/10/2021
717591,18345766,71497690,kPm-08590862,Credit Card,21/1/2023
942570,40679331,13480726,bID-34382420,Bank Transfer,24/11/2022
337062,87603620,48087151,fHo-85353973,PayPal,3/1/2022
988758,29901310,75169529,bJY-81153586,Credit Card,16/10/2020
319583,63824322,11035424,Mma-25891593,Credit Card,27/11/2021
941341,88140644,63917910,dwK-42545417,Credit Card,19/2/2020
797747,54344551,48845574,BRW-81077149,Bank Transfer,19/8/2020
488557,53893267,68545050,qGR-92378612,Credit Card,4/5/2022
708767,60857154,2104407,Lyh-00590272,PayPal,7/10/2023
979403,41907838,35985868,hQx-24841808,PayPal,27/3/2021
726239,51457059,64303781,klB-91413306,Credit Card,27/6/2022
796068,8121676,86884280,EWH-77776710,Bank Transfer,15/5/2021
351919,84301628,96393892,grq-67945912,PayPal,8/5/2021
781453,68484169,66323367,Oqb-40452846,PayPal,20/8/2022
751617,79636833,87544293,zwB-56914555,PayPal,26/11/2023
888096,47210282,78460914,gAh-85453422,Bank Transfer,5/6/2020
719520,72752085,36242322,Hze-83170772,Bank Transfer,7/11/2020
238999,28115224,26341863,ZEI-28986661,Bank Transfer,31/10/2020
157285,55541757,67801737,OeU-35330886,Bank Transfer,29/4/2022
488814,5055418,72230482,Gro-45263955,Credit Card,25/2/2023
558878,37747845,70201723,AFM-56193209,Bank Transfer,23/7/2021
386654,34162821,33232670,ppT-96916618,PayPal,21/5/2021
883182,38816333,79768536,uEW-76803218,Credit Card,21/11/2023
671309,27314146,970689,sUp-67393055,Bank Transfer,27/1/2022
977817,12301685,79204309,Grj-30140712,PayPal,14/7/2020
590148,89720398,65274956,hzH-64867082,PayPal,19/3/2021
520455,35941123,30424334,tXn-66486249,Bank Transfer,27/12/2020
278588,28078763,96670358,fUY-02527936,PayPal,7/3/2023
182651,16030008,836350,KVM-97806921,Bank Transfer,8/12/2020
830535,4752649,82287306,ggj-81232682,Credit Card,11/11/2022
570210,19232563,5264250,eGb-11942563,Bank Transfer,25/9/2023
538313,90962684,5480490,sTW-79790740,PayPal,5/4/2022
952133,86194631,25638084,JQr-74845792,PayPal,27/11/2020
697280,4926506,25672508,iiq-44759960,Bank Transfer,6/9/2023
811507,68659773,64110935,IUC-81863282,PayPal,15/3/2020
458394,53257419,72497686,BDS-80716259,Bank Transfer,30/8/2023
357541,66116169,34313000,iTO-56444271,Credit Card,7/2/2023
384636,84872555,20527193,cGZ-92374361,Bank Transfer,14/2/2023
716722,86515174,38388096,nax-48418890,Credit Card,26/3/2022
529474,62392886,38399894,WMr-02611807,Credit Card,8/3/2023
884309,69134707,95411335,QmX-95295120,Bank Transfer,4/6/2021
606859,36117220,62100520,TpR-83786248,Bank Transfer,13/5/2020
519299,32225244,15014830,PLO-22946942,PayPal,4/6/2020
468784,53017461,32332949,TlY-15813305,Credit Card,12/2/2022
979536,85550960,71755589,PNi-07013879,PayPal,15/12/2023
806155,38776041,82707743,BdR-36471758,Bank Transfer,22/10/2022
544652,68137259,62744141,XrY-93648251,PayPal,13/12/2020
243843,33085689,78334252,gzN-13226486,Bank Transfer,30/12/2022
215015,79902422,55347329,Vxm-70185985,Credit Card,6/12/2023
603333,39021370,6955408,OEy-20382957,Credit Card,21/6/2020
775119,85165405,80239790,fES-25677769,Credit Card,18/12/2022
970701,11190238,11646435,BKE-58423845,PayPal,5/4/2021
393667,8281230,81521894,CVj-99517541,Credit Card,21/4/2023
919249,117811,43605201,jGX-57152632,Credit Card,10/11/2021
461487,57012192,93334209,xvv-86317294,Credit Card,7/7/2023
572255,10000539,42357352,Yrc-45766386,Credit Card,21/5/2021
283021,36008513,64508392,Opy-14166794,PayPal,15/9/2020
737332,84815671,7153497,fDN-92837115,Credit Card,2/3/2020
964762,43955842,92158377,DBw-44365532,PayPal,19/11/2022
642376,30966826,7219219,qKg-61114878,Credit Card,2/9/2021
636455,84318330,82130711,ula-09586587,Credit Card,22/3/2022
144420,94040136,61165821,HRG-64407020,PayPal,6/3/2021
657362,54568142,74596123,AaP-95114641,Credit Card,16/10/2022
144522,58827195,59820932,nMI-50717880,Credit Card,17/10/2023
242477,97444751,65159020,HbA-39964737,Bank Transfer,15/12/2020
473429,77239951,68886014,mUa-15482911,Bank Transfer,29/1/2022
583893,24208385,42986220,Qpj-14406638,Credit Card,16/9/2023
844827,19967108,13010968,AhI-15031757,PayPal,24/4/2023
214572,93333492,11702817,evi-96670346,PayPal,2/10/2022
602507,48562721,54844377,hBt-31063756,Bank Transfer,13/12/2021
454278,62215200,72973581,Enh-07679138,Bank Transfer,2/3/2023
529075,81747051,77672091,OKS-52703400,PayPal,24/3/2021
849153,53532489,16191643,OwW-05638613,Bank Transfer,22/2/2020
826326,9265544,27852421,qtY-19727066,Credit Card,18/7/2020
350918,47484778,28348678,XZU-60788727,Credit Card,23/9/2023
190431,6030194,30288248,slx-18920967,Bank Transfer,30/1/2021
237414,82716648,99205163,Ulk-02068348,PayPal,12/6/2020
523216,45357408,98093447,bgV-38710017,PayPal,13/5/2021
179552,89232368,32063264,nxr-05234619,PayPal,5/2/2021
793953,87258745,42896217,uNW-07313692,PayPal,13/2/2022
737311,28478921,2001446,AHQ-21859503,PayPal,27/1/2022
439539,11310620,26707840,kfi-63525904,Bank Transfer,8/5/2022
947388,7770806,43739591,ETM-86379594,PayPal,13/12/2023
893050,90030704,42433016,vry-47757498,Bank Transfer,5/7/2021
720945,31767053,46791924,BOw-51535419,Bank Transfer,14/1/2022
715922,65633818,50089342,mwt-36941020,Credit Card,12/4/2020
786673,73825557,33356616,Rdx-57422894,Credit Card,22/9/2023
