product_id,category_id,supplier_id,product_name,product_sku,product_description,price,product_quantity
10185710,00000001,214130,The Great Adventure O6C,VDO-25812953,the great adventure o6c for books.,14.59,21
23988989,00000004,964435,Leather Wallet BlL,NNB-69540703,leather wallet bll for fashion.,49.52,57
85904169,00000003,203642,Premium Blender VfY,LSD-13794068,premium blender vfy for home & kitchen.,170.44,30
70083285,00000005,226708,Hydrating Face Cream oWY,RFT-42206819,hydrating face cream owy for beauty & personal care.,15.46,49
82827627,00000004,103777,Summer Dress xd1,OTK-57796431,summer dress xd1 for fashion.,19.13,25
82329546,00000007,219072,Yoga Mat ycd,MUG-70320779,yoga mat ycd for sports & outdoors.,87.73,31
58320073,00000003,929554,Premium Blender c8G,KVR-35277383,premium blender c8g for home & kitchen.,860.93,46
58810569,00000007,164759,Camping Tent MIm,AGE-13733073,camping tent mim for sports & outdoors.,69.49,98
79702345,00000007,415705,Yoga Mat lul,AAA-92907231,yoga mat lul for sports & outdoors.,20.28,50
81751365,00000008,532239,Whole Grain Bread 2i6,QCB-06692754,whole grain bread 2i6 for groceries.,26.14,90
27515041,00000007,937555,Camping Tent Nzz,NML-05467352,camping tent nzz for sports & outdoors.,39.63,34
73239244,00000002,450622,Smartphone X12 lmm,JFY-78133723,smartphone x12 lmm for electronics.,98.16,66
69852481,00000002,415283,Smartphone X12 OKc,FQV-35265359,smartphone x12 okc for electronics.,535.29,28
43101626,00000005,569292,Hydrating Face Cream tz2,QTH-49895765,hydrating face cream tz2 for beauty & personal care.,30.74,52
99160353,00000007,437001,Yoga Mat qeK,VIK-84424730,yoga mat qek for sports & outdoors.,94.52,31
53231080,00000006,736929,Action Figure sI9,YHJ-49803681,action figure si9 for toys & games.,15.37,14
76903551,00000007,200118,Yoga Mat BWf,DLV-22862726,yoga mat bwf for sports & outdoors.,81.99,91
82613014,00000002,748126,Smartphone X12 xlB,FRE-14763151,smartphone x12 xlb for electronics.,115.06,20
19429737,00000004,218382,Leather Wallet Vqe,LET-17247191,leather wallet vqe for fashion.,16.31,17
87516684,00000006,493738,Puzzle 500 Pieces w1d,EHD-26642830,puzzle 500 pieces w1d for toys & games.,46.81,12
22796589,00000003,026312,Premium Blender pqF,EVD-74672877,premium blender pqf for home & kitchen.,140.01,66
03688099,00000006,813394,Action Figure tLh,BQP-79419152,action figure tlh for toys & games.,10.6,96
31143629,00000004,660055,Summer Dress 3F8,HDM-58857262,summer dress 3f8 for fashion.,84.83,87
03887789,00000007,778324,Camping Tent 4YL,HUG-12941964,camping tent 4yl for sports & outdoors.,55.58,32
23324497,00000004,509008,Summer Dress wIN,NKW-02350077,summer dress win for fashion.,72.32,90
42077352,00000008,022302,Whole Grain Bread Tho,WOL-29291842,whole grain bread tho for groceries.,26.07,84
73887935,00000004,673118,Summer Dress yqS,USM-74532878,summer dress yqs for fashion.,61.47,49
11053913,00000004,498610,Summer Dress iEn,VCJ-26213935,summer dress ien for fashion.,90.17,69
22095201,00000003,111458,Luxury Sheets Set gfU,CNA-64903146,luxury sheets set gfu for home & kitchen.,651.67,85
85027780,00000001,450794,The Great Adventure LAh,UYS-19269530,the great adventure lah for books.,25.72,0
78438017,00000007,104376,Camping Tent K43,AUE-70750228,camping tent k43 for sports & outdoors.,49.1,32
76792329,00000005,583226,Hydrating Face Cream u7W,KMC-57683967,hydrating face cream u7w for beauty & personal care.,42.22,21
90199535,00000008,676713,Whole Grain Bread EpU,ZLL-95234009,whole grain bread epu for groceries.,13.49,72
80262685,00000004,083977,Summer Dress 8sJ,OUI-30026378,summer dress 8sj for fashion.,54.48,62
27771140,00000002,104813,Laptop Pro 15 08g,UTA-47097058,laptop pro 15 08g for electronics.,789.74,53
12065926,00000001,260102,Cooking 101 XBl,JZA-22232150,cooking 101 xbl for books.,49.37,83
79999464,00000003,589645,Premium Blender pTQ,ZFY-78367841,premium blender ptq for home & kitchen.,698.2,39
06983829,00000005,924572,Eau de Toilette SYQ,URH-08796529,eau de toilette syq for beauty & personal care.,68.46,31
39117344,00000004,851513,Leather Wallet Go3,QYH-84027672,leather wallet go3 for fashion.,78.48,6
06457610,00000002,451212,Smartphone X12 P6Q,WMA-57571955,smartphone x12 p6q for electronics.,776.81,81
91894788,00000007,612282,Yoga Mat Z6p,MUI-43585958,yoga mat z6p for sports & outdoors.,39.41,45
08552622,00000002,881626,Smartphone X12 It1,IAS-29750380,smartphone x12 it1 for electronics.,505.91,3
29152015,00000003,335224,Luxury Sheets Set PLE,JUG-61570449,luxury sheets set ple for home & kitchen.,478.79,14
52282835,00000002,305610,Smartphone X12 wpe,DBK-39959756,smartphone x12 wpe for electronics.,457.56,98
94891449,00000004,836323,Leather Wallet vj7,NKN-40535442,leather wallet vj7 for fashion.,75.72,11
67542399,00000006,220329,Action Figure cNo,MWR-86329774,action figure cno for toys & games.,18.75,29
11740214,00000005,482760,Hydrating Face Cream Yjp,EKG-69179547,hydrating face cream yjp for beauty & personal care.,21.4,1
45599673,00000004,639800,Summer Dress FF5,EVV-37841606,summer dress ff5 for fashion.,88.82,53
74046080,00000006,794795,Action Figure IRo,CNQ-32330325,action figure iro for toys & games.,21.76,61
85052440,00000002,331223,Laptop Pro 15 T3Q,ZUD-87789348,laptop pro 15 t3q for electronics.,625.35,37
19797627,00000002,849030,Smartphone X12 erB,UMO-03711599,smartphone x12 erb for electronics.,825.42,36
82045885,00000003,558337,Luxury Sheets Set XvY,MSE-71533300,luxury sheets set xvy for home & kitchen.,497.56,50
10677364,00000006,599556,Action Figure FpX,NPW-09283298,action figure fpx for toys & games.,23.59,97
02819498,00000008,303395,Whole Grain Bread SW8,ZTC-87114532,whole grain bread sw8 for groceries.,36.65,23
10818825,00000003,733324,Premium Blender gz5,NTC-96857297,premium blender gz5 for home & kitchen.,480.09,44
96523393,00000004,652790,Summer Dress Qco,FGE-84621542,summer dress qco for fashion.,27.1,57
54229921,00000008,013736,Organic Honey lPu,BAC-25049544,organic honey lpu for groceries.,17.04,20
72100415,00000004,961134,Leather Wallet aWr,WLM-04826669,leather wallet awr for fashion.,51.85,95
51192763,00000004,773510,Summer Dress Kq2,BRW-36278854,summer dress kq2 for fashion.,46.96,6
49377369,00000004,646578,Summer Dress Dzb,ZAI-50089308,summer dress dzb for fashion.,86.65,42
96591686,00000005,157951,Hydrating Face Cream 5u6,UYC-36838846,hydrating face cream 5u6 for beauty & personal care.,74.12,31
83115581,00000006,607309,Action Figure BNw,JJK-46723282,action figure bnw for toys & games.,5.25,65
79620014,00000007,016363,Yoga Mat vix,EOZ-59178451,yoga mat vix for sports & outdoors.,73.3,93
56419948,00000007,244114,Yoga Mat 405,UYV-40779179,yoga mat 405 for sports & outdoors.,50.48,14
54940581,00000008,530801,Organic Honey 1p2,DZQ-88452143,organic honey 1p2 for groceries.,20.47,97
06638069,00000005,266163,Hydrating Face Cream J3w,EAL-37305421,hydrating face cream j3w for beauty & personal care.,24.52,49
57916045,00000001,356746,The Great Adventure QnX,VKV-76778091,the great adventure qnx for books.,9.14,37
07833503,00000005,422420,Hydrating Face Cream rl9,LGL-12422632,hydrating face cream rl9 for beauty & personal care.,63.69,36
31979989,00000001,723695,Cooking 101 M6F,TFS-77344779,cooking 101 m6f for books.,44.45,82
56864779,00000002,056552,Smartphone X12 EL2,NTK-48282981,smartphone x12 el2 for electronics.,717.73,77
34500433,00000006,071075,Action Figure FTZ,HWQ-38410103,action figure ftz for toys & games.,21.37,3
30478152,00000003,974574,Premium Blender H57,IPI-43274110,premium blender h57 for home & kitchen.,738.09,25
36960484,00000002,200678,Laptop Pro 15 TDL,SAH-65080178,laptop pro 15 tdl for electronics.,500.92,28
39537344,00000006,520442,Action Figure Pik,MLV-58974531,action figure pik for toys & games.,37.69,21
78666159,00000007,173957,Yoga Mat oIs,HAK-13733932,yoga mat ois for sports & outdoors.,90.33,58
10589645,00000003,178479,Luxury Sheets Set eMD,UQC-77664676,luxury sheets set emd for home & kitchen.,660.52,30
54364111,00000001,444295,Cooking 101 x4X,VTP-42526402,cooking 101 x4x for books.,43.41,85
51547494,00000004,406601,Leather Wallet n3B,MFE-63275501,leather wallet n3b for fashion.,22.4,37
12511291,00000008,902489,Organic Honey ZQ0,MRK-65524232,organic honey zq0 for groceries.,27.35,62
33210663,00000002,212116,Smartphone X12 FqX,LGV-52096204,smartphone x12 fqx for electronics.,214.89,18
90376125,00000007,602163,Camping Tent 5Nh,YYC-13637310,camping tent 5nh for sports & outdoors.,35.25,30
80550042,00000005,161623,Hydrating Face Cream OhD,JKG-97805107,hydrating face cream ohd for beauty & personal care.,30.56,38
64041224,00000007,128485,Yoga Mat MnP,KNY-07869762,yoga mat mnp for sports & outdoors.,10.49,74
62201054,00000008,367815,Whole Grain Bread 4zv,DDR-49938330,whole grain bread 4zv for groceries.,30.29,52
10380107,00000003,935271,Luxury Sheets Set I2P,SOO-48648565,luxury sheets set i2p for home & kitchen.,174.2,81
24923028,00000003,546577,Luxury Sheets Set 10l,YQB-78295633,luxury sheets set 10l for home & kitchen.,281.86,37
81382115,00000002,061046,Laptop Pro 15 UsV,HHC-46626027,laptop pro 15 usv for electronics.,969.38,92
86332108,00000003,894340,Premium Blender Cyk,HII-02101691,premium blender cyk for home & kitchen.,57.03,12
99003221,00000008,009748,Organic Honey WKG,CPC-72596734,organic honey wkg for groceries.,31.51,32
47031471,00000003,994103,Premium Blender Ebj,BGD-54846233,premium blender ebj for home & kitchen.,515.88,10
31962707,00000001,883179,Cooking 101 LKa,AAR-75864499,cooking 101 lka for books.,25.92,35
10263877,00000006,121297,Puzzle 500 Pieces LLB,DBH-31553008,puzzle 500 pieces llb for toys & games.,11.7,96
24915983,00000007,442015,Yoga Mat cf6,CTG-04640499,yoga mat cf6 for sports & outdoors.,57.32,48
62614021,00000008,769958,Organic Honey baX,ICO-33563922,organic honey bax for groceries.,7.63,42
63771881,00000008,171669,Whole Grain Bread shG,MZF-85282036,whole grain bread shg for groceries.,24.4,41
61397841,00000003,451560,Premium Blender tbS,PVG-97648176,premium blender tbs for home & kitchen.,895.32,76
77032727,00000005,862038,Eau de Toilette zmZ,XWS-66270232,eau de toilette zmz for beauty & personal care.,51.42,77
18392396,00000001,610577,The Great Adventure JR4,ZVL-45168572,the great adventure jr4 for books.,6.44,69
97759106,00000004,619962,Summer Dress mLN,RQX-40255209,summer dress mln for fashion.,21.98,31
98356844,00000006,485968,Action Figure sKt,GQS-60485666,action figure skt for toys & games.,16.77,0
17429054,00000002,599087,Smartphone X12 eX2,GWA-65138363,smartphone x12 ex2 for electronics.,114.72,72
55522726,00000008,592125,Whole Grain Bread oV0,WEQ-92039535,whole grain bread ov0 for groceries.,40.17,8
36118432,00000003,742662,Luxury Sheets Set 95D,TYF-67448868,luxury sheets set 95d for home & kitchen.,682.67,85
47760546,00000002,661007,Smartphone X12 eDX,NKZ-90091630,smartphone x12 edx for electronics.,156.25,20
87922028,00000006,435205,Action Figure x1G,IQJ-39184880,action figure x1g for toys & games.,37.13,45
84932747,00000003,412242,Luxury Sheets Set xDk,XBB-95950306,luxury sheets set xdk for home & kitchen.,177.03,23
96166776,00000008,368129,Whole Grain Bread FGM,UFD-88862736,whole grain bread fgm for groceries.,31.68,43
45057955,00000007,706988,Yoga Mat 2Mz,DRA-26953883,yoga mat 2mz for sports & outdoors.,95.25,37
14878853,00000008,324095,Organic Honey ExU,OAU-63226235,organic honey exu for groceries.,19.56,1
09985188,00000007,916455,Camping Tent uEx,CMM-85003254,camping tent uex for sports & outdoors.,27.97,56
25568240,00000008,410208,Organic Honey 9JI,IPL-49986272,organic honey 9ji for groceries.,36.07,64
87481898,00000001,679115,The Great Adventure Ixh,LME-53165887,the great adventure ixh for books.,45.99,93
31020325,00000005,455879,Hydrating Face Cream MOT,FCQ-86733597,hydrating face cream mot for beauty & personal care.,26.68,31
33825513,00000006,072099,Action Figure X8K,ZBT-72016600,action figure x8k for toys & games.,31.63,9
57457677,00000001,471409,The Great Adventure Fu1,XWA-31747971,the great adventure fu1 for books.,20.28,9
57654726,00000002,294935,Laptop Pro 15 ykK,LSV-04729757,laptop pro 15 ykk for electronics.,635.68,80
44698588,00000005,336163,Eau de Toilette MZw,UOX-96345892,eau de toilette mzw for beauty & personal care.,63.92,50
29942272,00000002,440379,Smartphone X12 tSG,LEV-17028274,smartphone x12 tsg for electronics.,876.13,44
70877112,00000002,447185,Smartphone X12 0UF,WSY-47459844,smartphone x12 0uf for electronics.,238.26,76
89267502,00000002,730302,Laptop Pro 15 qpz,OIX-24520786,laptop pro 15 qpz for electronics.,468.12,18
18764267,00000005,794468,Hydrating Face Cream GnZ,DEE-84081535,hydrating face cream gnz for beauty & personal care.,71.38,43
03096630,00000002,751438,Smartphone X12 Aio,TSG-74962732,smartphone x12 aio for electronics.,788.02,18
19088444,00000001,644256,The Great Adventure V8d,YJI-00725382,the great adventure v8d for books.,36.94,90
56483445,00000003,715587,Premium Blender yek,BAD-39738976,premium blender yek for home & kitchen.,195.31,42
72286177,00000008,891203,Organic Honey cYM,QUW-87852616,organic honey cym for groceries.,19.06,16
36865149,00000007,743382,Yoga Mat usR,VSB-83734447,yoga mat usr for sports & outdoors.,11.52,41
31989869,00000008,310784,Organic Honey ecD,GFV-03424611,organic honey ecd for groceries.,17.41,24
91347628,00000007,849479,Camping Tent edK,TDS-29020636,camping tent edk for sports & outdoors.,64.22,53
75414619,00000002,811754,Smartphone X12 5Hz,BTM-50811716,smartphone x12 5hz for electronics.,755.98,14
97963457,00000004,809478,Summer Dress djv,BUQ-03079878,summer dress djv for fashion.,62.33,40
69050313,00000007,060346,Yoga Mat 19e,LYQ-73303589,yoga mat 19e for sports & outdoors.,51.82,87
98751200,00000008,257942,Organic Honey iN6,MKW-39120278,organic honey in6 for groceries.,44.27,84
09754087,00000007,095149,Yoga Mat DLL,ZTZ-13588421,yoga mat dll for sports & outdoors.,32.64,39
06489732,00000007,647388,Camping Tent sec,OJL-02254028,camping tent sec for sports & outdoors.,62.51,74
59587217,00000005,894262,Hydrating Face Cream CA8,DUY-86698301,hydrating face cream ca8 for beauty & personal care.,44.5,44
45173530,00000004,125058,Summer Dress 7Q9,DZD-25646400,summer dress 7q9 for fashion.,28.04,47
60466728,00000008,197211,Whole Grain Bread Gz3,EUC-57475365,whole grain bread gz3 for groceries.,7.21,32
65798906,00000004,394910,Summer Dress XpZ,JTI-92987653,summer dress xpz for fashion.,20.38,69
00632341,00000001,877756,The Great Adventure ZdF,XSK-93234671,the great adventure zdf for books.,19.27,44
79051123,00000003,849051,Luxury Sheets Set KfF,SGK-51250949,luxury sheets set kff for home & kitchen.,573.47,52
63974571,00000005,464760,Eau de Toilette h7L,SNM-19646134,eau de toilette h7l for beauty & personal care.,69.66,75
80748724,00000002,900296,Laptop Pro 15 DpV,IYU-77357948,laptop pro 15 dpv for electronics.,329.56,57
27614035,00000007,228744,Camping Tent EyZ,UZB-40459188,camping tent eyz for sports & outdoors.,17.99,20
56112656,00000008,211801,Whole Grain Bread wNJ,QLY-33574954,whole grain bread wnj for groceries.,27.12,93
68895358,00000004,909239,Summer Dress cas,ZLR-01736746,summer dress cas for fashion.,99.03,3
44555519,00000003,844217,Luxury Sheets Set lWA,ECT-08707547,luxury sheets set lwa for home & kitchen.,189.7,21
02196721,00000007,227593,Camping Tent xyd,GGQ-11554733,camping tent xyd for sports & outdoors.,88.79,62
34384073,00000008,571179,Whole Grain Bread zOA,HAY-04226624,whole grain bread zoa for groceries.,25.9,53
64720970,00000001,686378,The Great Adventure nxT,RGH-37439433,the great adventure nxt for books.,18.44,41
73482401,00000007,139466,Yoga Mat tBF,PVC-95738331,yoga mat tbf for sports & outdoors.,40.72,80
45417233,00000005,730182,Hydrating Face Cream diM,XFN-58227716,hydrating face cream dim for beauty & personal care.,40.2,59
29456370,00000008,626264,Whole Grain Bread 3qH,SXL-49284734,whole grain bread 3qh for groceries.,30.77,76
69118288,00000005,702854,Eau de Toilette SPm,URM-32556100,eau de toilette spm for beauty & personal care.,46.55,42
41607033,00000002,608222,Smartphone X12 9Lh,IUE-68602000,smartphone x12 9lh for electronics.,832.11,39
34572256,00000007,853810,Yoga Mat qYa,FAM-14221122,yoga mat qya for sports & outdoors.,72.77,74
02475546,00000004,939090,Summer Dress mr3,IGX-21967772,summer dress mr3 for fashion.,17.55,22
60198499,00000002,672987,Smartphone X12 hdK,ZDT-61147196,smartphone x12 hdk for electronics.,939.83,29
55577479,00000002,267163,Laptop Pro 15 GAU,CEV-61423972,laptop pro 15 gau for electronics.,979.99,5
49096352,00000004,974627,Leather Wallet Uul,JYG-17580888,leather wallet uul for fashion.,75.87,59
95406669,00000004,838077,Summer Dress ZqC,UBQ-91284549,summer dress zqc for fashion.,33.41,30
61517154,00000003,301847,Luxury Sheets Set qli,TLA-11823528,luxury sheets set qli for home & kitchen.,984.92,95
43888389,00000007,417845,Camping Tent oxj,VHD-60442791,camping tent oxj for sports & outdoors.,87.3,53
75101387,00000005,223561,Hydrating Face Cream LTj,WCU-86487443,hydrating face cream ltj for beauty & personal care.,83.53,33
47192453,00000005,987152,Hydrating Face Cream tn1,CXZ-18689819,hydrating face cream tn1 for beauty & personal care.,69.92,5
02585942,00000006,254124,Action Figure aR8,WLW-66393456,action figure ar8 for toys & games.,48.36,40
54489053,00000008,972311,Organic Honey 1UQ,WWJ-16342091,organic honey 1uq for groceries.,10.39,74
30632883,00000006,641017,Puzzle 500 Pieces pQb,MEK-99194685,puzzle 500 pieces pqb for toys & games.,42.02,36
05141310,00000001,458918,The Great Adventure w1Z,UVH-22657446,the great adventure w1z for books.,20.15,46
57633934,00000002,674729,Laptop Pro 15 LPN,NOL-74435787,laptop pro 15 lpn for electronics.,690.35,63
30342183,00000006,149681,Puzzle 500 Pieces 2fp,HBJ-88313399,puzzle 500 pieces 2fp for toys & games.,10.28,43
02328881,00000004,774968,Summer Dress Aie,PXM-90649152,summer dress aie for fashion.,84.38,98
53814143,00000004,805976,Leather Wallet J22,JJH-61347184,leather wallet j22 for fashion.,74.32,14
84300568,00000001,621065,Cooking 101 FJZ,NBE-70757170,cooking 101 fjz for books.,44.36,21
20154376,00000002,401682,Laptop Pro 15 N66,EDL-37538952,laptop pro 15 n66 for electronics.,285.21,77
49117701,00000003,471318,Luxury Sheets Set SUF,TYV-62407773,luxury sheets set suf for home & kitchen.,698.72,83
01356195,00000007,136183,Camping Tent 32H,NPR-49005714,camping tent 32h for sports & outdoors.,71.56,78
73781933,00000004,191294,Leather Wallet g7L,AVC-99367016,leather wallet g7l for fashion.,16.72,10
64625212,00000005,182891,Eau de Toilette luR,FTP-06444283,eau de toilette lur for beauty & personal care.,74.89,39
84903477,00000002,650379,Laptop Pro 15 qQa,OSJ-52370804,laptop pro 15 qqa for electronics.,212.7,64
22754967,00000001,455052,The Great Adventure wl0,YEP-94851905,the great adventure wl0 for books.,28.81,87
67547002,00000002,764962,Laptop Pro 15 rGg,RLJ-96316527,laptop pro 15 rgg for electronics.,184.79,8
60970051,00000002,772611,Smartphone X12 0wc,QON-07946986,smartphone x12 0wc for electronics.,176.29,5
93228850,00000003,908276,Luxury Sheets Set Mbn,ONF-69510113,luxury sheets set mbn for home & kitchen.,631.67,23
08414737,00000003,859185,Premium Blender hNN,ORH-17557608,premium blender hnn for home & kitchen.,344.72,70
73644387,00000004,355468,Summer Dress TSJ,RAX-24311579,summer dress tsj for fashion.,77.57,36
02144532,00000001,819160,The Great Adventure msv,GOL-36849923,the great adventure msv for books.,40.43,46
64445600,00000008,806614,Organic Honey Ltn,VYM-75560013,organic honey ltn for groceries.,32.04,7
98998293,00000008,392406,Whole Grain Bread mmR,CXV-62519200,whole grain bread mmr for groceries.,20.86,49
04499700,00000003,549647,Premium Blender jUt,TDB-45531059,premium blender jut for home & kitchen.,856.59,8
50586176,00000007,863017,Camping Tent UUw,BXP-50490803,camping tent uuw for sports & outdoors.,67.3,66
62806375,00000005,944244,Hydrating Face Cream Bqz,WTY-84001427,hydrating face cream bqz for beauty & personal care.,73.84,99
36794436,00000006,926132,Puzzle 500 Pieces 9SK,TGM-71989287,puzzle 500 pieces 9sk for toys & games.,39.21,9
49580020,00000002,042097,Smartphone X12 8YZ,JUP-17753928,smartphone x12 8yz for electronics.,972.09,66
15857594,00000006,105972,Action Figure 037,MFY-13888533,action figure 037 for toys & games.,7.45,64
81758739,00000003,268474,Luxury Sheets Set 7hs,EFL-56711171,luxury sheets set 7hs for home & kitchen.,807.51,23
40997649,00000004,695663,Leather Wallet NCY,WMN-53159663,leather wallet ncy for fashion.,73.39,13
12893150,00000002,056203,Smartphone X12 QjI,HAY-41603026,smartphone x12 qji for electronics.,690.24,19
88357301,00000003,614276,Premium Blender pW0,GAO-40243096,premium blender pw0 for home & kitchen.,541.24,25
08855873,00000008,800515,Whole Grain Bread 5cI,PPB-23093409,whole grain bread 5ci for groceries.,36.47,72
61463942,00000001,372880,The Great Adventure 4eu,XVF-88186273,the great adventure 4eu for books.,48.97,15
67842782,00000006,163756,Puzzle 500 Pieces 1KA,QRZ-47240098,puzzle 500 pieces 1ka for toys & games.,40.55,7
59817651,00000006,166882,Action Figure QSO,XQO-43970534,action figure qso for toys & games.,11.04,75
54691385,00000005,798545,Eau de Toilette fhZ,CQS-25641038,eau de toilette fhz for beauty & personal care.,10.25,90
83402982,00000008,255582,Organic Honey SuY,FTY-03911123,organic honey suy for groceries.,31.38,31
11623983,00000007,279432,Camping Tent hpX,HQM-28861628,camping tent hpx for sports & outdoors.,42.77,18
89571012,00000006,594427,Puzzle 500 Pieces 55u,FPK-71810014,puzzle 500 pieces 55u for toys & games.,45.92,68
81640845,00000007,578544,Yoga Mat ukH,FEK-13377619,yoga mat ukh for sports & outdoors.,11.82,27
25729354,00000005,220563,Hydrating Face Cream hbE,WRI-17789969,hydrating face cream hbe for beauty & personal care.,41.07,49
47475558,00000007,251836,Yoga Mat fcx,BJZ-99781797,yoga mat fcx for sports & outdoors.,80.83,7
90571950,00000003,357851,Premium Blender kJL,XSN-30070036,premium blender kjl for home & kitchen.,77.98,29
29041118,00000007,334478,Yoga Mat 6ne,KNZ-22282512,yoga mat 6ne for sports & outdoors.,12.49,13
54609238,00000007,010115,Yoga Mat nzI,ILC-06563463,yoga mat nzi for sports & outdoors.,29.56,68
70526231,00000005,437240,Hydrating Face Cream 2sJ,CQG-85418251,hydrating face cream 2sj for beauty & personal care.,49.61,19
17844778,00000004,573986,Summer Dress Q2N,PYC-38335766,summer dress q2n for fashion.,99.03,73
70717322,00000005,710314,Eau de Toilette 0E4,DTD-94534690,eau de toilette 0e4 for beauty & personal care.,19.05,50
04121192,00000008,253191,Whole Grain Bread rgu,DJU-05006599,whole grain bread rgu for groceries.,35.9,31
66159819,00000005,129829,Hydrating Face Cream fYG,JKU-40329591,hydrating face cream fyg for beauty & personal care.,74.32,4
30773480,00000007,592358,Camping Tent H2S,KIB-76805887,camping tent h2s for sports & outdoors.,33.48,58
13431669,00000001,604238,Cooking 101 gp8,ZUQ-37450877,cooking 101 gp8 for books.,35.96,53
60382259,00000005,386510,Eau de Toilette UXo,JVY-86514806,eau de toilette uxo for beauty & personal care.,90.44,34
64429187,00000004,459284,Summer Dress 6ny,ZQC-24912625,summer dress 6ny for fashion.,48.5,6
07933404,00000006,251716,Puzzle 500 Pieces UxT,KSI-83325731,puzzle 500 pieces uxt for toys & games.,6.44,87
23322919,00000003,860791,Luxury Sheets Set sha,IAH-12017228,luxury sheets set sha for home & kitchen.,504.05,79
50217574,00000005,560843,Hydrating Face Cream 4Oq,CRB-42102219,hydrating face cream 4oq for beauty & personal care.,79.97,81
47840338,00000004,017889,Summer Dress 2pZ,IHQ-60779949,summer dress 2pz for fashion.,40.18,57
10075971,00000008,625408,Whole Grain Bread lhz,VQE-36459949,whole grain bread lhz for groceries.,31.95,55
87053911,00000007,813872,Camping Tent qcq,NCP-90823028,camping tent qcq for sports & outdoors.,39.09,47
45793289,00000006,749720,Puzzle 500 Pieces u7p,NUE-83409192,puzzle 500 pieces u7p for toys & games.,31.37,83
44446665,00000005,625602,Hydrating Face Cream OxX,HGO-95416067,hydrating face cream oxx for beauty & personal care.,33.55,56
61521832,00000001,266944,Cooking 101 Cq7,LGC-91387046,cooking 101 cq7 for books.,44.15,36
88277974,00000007,302643,Yoga Mat FH8,NYJ-33819636,yoga mat fh8 for sports & outdoors.,76.58,95
71602929,00000008,603614,Whole Grain Bread DKe,ZKR-27055330,whole grain bread dke for groceries.,11.22,87
23823016,00000007,605607,Yoga Mat DD6,WOK-94361109,yoga mat dd6 for sports & outdoors.,24.14,2
76319599,00000004,332060,Leather Wallet 4e6,HVU-73125805,leather wallet 4e6 for fashion.,50.92,11
61077392,00000007,114572,Yoga Mat ov2,AHD-21227639,yoga mat ov2 for sports & outdoors.,76.3,13
51950618,00000001,342623,The Great Adventure Veb,RSS-73387494,the great adventure veb for books.,32.89,81
88094786,00000002,989475,Smartphone X12 XTe,VUW-51059000,smartphone x12 xte for electronics.,622.7,66
03657114,00000004,930865,Summer Dress RAz,XOG-57786634,summer dress raz for fashion.,72.8,6
02531589,00000005,078325,Eau de Toilette Wzy,WYI-45836744,eau de toilette wzy for beauty & personal care.,49.49,14
54760365,00000002,528979,Laptop Pro 15 MaO,OEO-06699353,laptop pro 15 mao for electronics.,809.19,26
49362178,00000004,137957,Leather Wallet vUZ,XBX-54246404,leather wallet vuz for fashion.,94.04,97
40363794,00000002,422565,Laptop Pro 15 iCg,YIW-46635488,laptop pro 15 icg for electronics.,224.74,78
46120551,00000005,890810,Hydrating Face Cream 1CY,OCH-35281472,hydrating face cream 1cy for beauty & personal care.,61.76,92
60425249,00000001,403518,The Great Adventure e6n,YHS-33780713,the great adventure e6n for books.,40.02,4
58129062,00000003,643207,Luxury Sheets Set Z2V,DAY-09086396,luxury sheets set z2v for home & kitchen.,130.51,50
16275860,00000003,076657,Premium Blender RwM,VDI-11113689,premium blender rwm for home & kitchen.,286.16,26
44721711,00000005,792106,Hydrating Face Cream F4h,GML-87469393,hydrating face cream f4h for beauty & personal care.,92.43,27
56549791,00000001,328623,Cooking 101 KTn,KKS-04254912,cooking 101 ktn for books.,42.93,77
86006498,00000003,654765,Luxury Sheets Set Z2I,YYV-41778565,luxury sheets set z2i for home & kitchen.,173.8,90
14323341,00000001,214296,The Great Adventure zve,TFF-54820029,the great adventure zve for books.,11.62,34
39928113,00000004,173613,Summer Dress 4Rp,ONX-53509979,summer dress 4rp for fashion.,52.31,92
71887181,00000004,473491,Summer Dress re6,COC-24703664,summer dress re6 for fashion.,33.11,21
47244118,00000001,288904,The Great Adventure wUL,QSC-10390172,the great adventure wul for books.,38.66,34
90354363,00000003,606668,Premium Blender F5I,LAQ-72735642,premium blender f5i for home & kitchen.,57.46,20
12760725,00000004,094912,Summer Dress m0I,GHF-95847086,summer dress m0i for fashion.,43.4,30
94412162,00000008,498337,Organic Honey 17d,ATT-43546199,organic honey 17d for groceries.,24.35,18
10341213,00000007,012411,Yoga Mat koc,HDV-60245142,yoga mat koc for sports & outdoors.,71.14,48
25404830,00000004,634042,Leather Wallet ReV,GCN-83026950,leather wallet rev for fashion.,22.71,75
79678019,00000001,591469,The Great Adventure ODS,PBU-13564875,the great adventure ods for books.,16.3,24
92596515,00000005,495950,Eau de Toilette aZu,NIG-31358355,eau de toilette azu for beauty & personal care.,81.29,56
58147921,00000004,188147,Leather Wallet tqs,TTL-52451224,leather wallet tqs for fashion.,77.32,21
64405622,00000002,228068,Smartphone X12 BHC,CZT-26555077,smartphone x12 bhc for electronics.,232.68,96
01826750,00000001,564570,The Great Adventure rIg,CVS-86102631,the great adventure rig for books.,34.8,38
11686145,00000001,609517,Cooking 101 jW8,GDV-11225988,cooking 101 jw8 for books.,6.04,30
